Chamber,Sample,Sample,Sample,Sample,EvaGreen,EvaGreen,EvaGreen,Ct,Ct,Ct,Ct,Delta Ct Sample,Delta Ct Sample,Delta Ct Sample,Delta Ct Reagent,Delta Ct Reagent,Delta Ct Reagent,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Delta Delta Ct,Tm,Tm,Tm,Defined
ID,Name,Type,rConc,Reference,Name,Type,Reference,Value,Quality,Call,Threshold,Value,Quality,Call,Value,Quality,Call,Value,Fold Change,Quality,Call,In Range,Out Range,Peak Ratio,Comments
S78-A79,412,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,7.921891678,1,Pass,0.023030415,-3.377737153,1,Pass,-9.522602946,1,Pass,-5.501355677,45.29737921,1,Pass,81.96896704,999,1,
S78-A80,412,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,12.3403393,1,Pass,0.023030415,-4.792657312,1,Pass,-5.104155323,1,Pass,-6.916275836,120.783187,1,Pass,85.16511322,999,1,
S78-A81,412,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,18.03652627,1,Pass,0.023030415,-1.299153233,1,Pass,0.592031647,1,Pass,-3.422771757,10.724004,1,Pass,85.60194576,999,1,
S78-A82,412,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,22.1060049,1,Pass,0.023030415,999,0,Fail,4.661510273,1,Pass,999,-1,0,Fail,84.65487929,999,1,
S78-A83,412,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,21.33365887,1,Pass,0.023030415,999,0,Fail,3.889164247,1,Pass,999,-1,0,Fail,82.7269527,999,1,
S78-A84,412,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,20.85300744,1,Pass,0.023030415,1.306651316,1,Pass,3.408512813,1,Pass,-0.816967208,1.761698705,1,Pass,84.86956441,999,1,
S78-A85,412,Unknown,1,Ref 397-398-399,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S78-A86,412,Unknown,1,Ref 397-398-399,Snap25,Test,Rplp0,19.77145046,1,Pass,0.023030415,1.851412724,1,Pass,10.26285024,1,Pass,3.329303705,0.099490066,1,Pass,81.90226745,999,1,
S78-A87,412,Unknown,1,Ref 397-398-399,Lcn2,Test,Aldh1l1,15.27672096,1,Pass,0.023030415,-1.717899473,1,Pass,-2.167773666,1,Pass,-3.841517997,14.33547692,1,Pass,83.98266828,999,1,
S78-A88,412,Unknown,1,Ref 397-398-399,Hsbp1,Test,Aldh1l1,11.66133271,1,Pass,0.023030415,-6.279599072,1,Pass,-5.783161909,1,Pass,-8.403217596,338.5482369,1,Pass,87.04163858,999,1,
S78-A89,412,Unknown,1,Ref 397-398-399,Cp,Test,Aldh1l1,14.33249293,1,Pass,0.023030415,0.201528375,1,Pass,-3.112001699,1,Pass,-1.922090149,3.78971708,1,Pass,82.07772612,999,1,
S78-A90,412,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,13.06184347,1,Pass,0.023030415,-0.39460842,1,Pass,-4.382651157,1,Pass,-2.518226944,5.728776061,1,Pass,88.75603349,999,1,
S78-A91,412,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,8.264567458,1,Pass,0.023030415,-3.035061374,1,Pass,-9.179927166,1,Pass,-5.158679898,35.72048831,1,Pass,82.30126035,999,1,
S78-A92,412,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,12.44129941,1,Pass,0.023030415,-4.691697201,1,Pass,-5.003195211,1,Pass,-6.815315725,112.6197251,1,Pass,85.63948413,999,1,
S78-A93,412,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,18.86344512,1,Pass,0.023030415,-0.472234381,1,Pass,1.418950499,1,Pass,-2.595852905,6.045463297,1,Pass,85.81726526,999,1,
S78-A94,412,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,22.28375108,1,Pass,0.023030415,999,0,Fail,4.839256454,1,Pass,999,-1,0,Fail,84.93428895,999,1,
S78-A95,412,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,21.20616787,1,Pass,0.023030415,999,0,Fail,3.761673245,1,Pass,999,-1,0,Fail,82.85005762,999,1,
S78-A96,412,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,19.7666371,1,Pass,0.023030415,0.220280984,1,Pass,2.322142481,1,Pass,-1.90333754,3.740775899,1,Pass,85.08019408,999,1,
S79-A01,415,Unknown,1,Ref 397-398-399,Rplp0,Reference,,9.718380309,1,Pass,0.023030415,-1.268110896,1,Pass,-0.030355602,1,Pass,-0.030355602,1.021263821,1,Pass,89.55260888,999,1,
S79-A02,415,Unknown,1,Ref 397-398-399,Cd84,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A03,415,Unknown,1,Ref 397-398-399,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A04,415,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A05,415,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,20.0602385,1,Pass,0.023030415,3.104775949,1,Pass,2.878652147,1,Pass,1.244065695,0.422181219,1,Pass,82.13662363,999,1,
S79-A06,415,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,14.8308028,1,Pass,0.023030415,-8.568667445,1,Pass,-2.350783549,1,Pass,-10.4293777,1378.972239,1,Pass,85.14972094,999,1,
S79-A07,415,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.2041187,1,Pass,0.023030415,-5.650862448,1,Pass,-0.977467654,1,Pass,-7.511572702,182.4772377,1,Pass,87.45133976,999,1,
S79-A08,415,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,15.52201352,1,Pass,0.023030415,-5.204691552,1,Pass,-1.659572838,1,Pass,-7.065401806,133.9361698,1,Pass,85.18445327,999,1,
S79-A09,415,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,19.67629069,1,Pass,0.023030415,-3.021124887,1,Pass,2.494704339,1,Pass,-4.88183514,29.48348463,1,Pass,86.3917612,999,1,
S79-A10,415,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,19.94826259,1,Pass,0.023030415,4.152377303,1,Pass,2.766676238,1,Pass,2.291667049,0.204239378,1,Pass,83.22284197,999,1,
S79-A11,415,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,21.97198075,1,Pass,0.023030415,1.22093381,1,Pass,4.790394392,1,Pass,-0.639776443,1.558087703,1,Pass,84.10222469,999,1,
S79-A12,415,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,13.45209033,1,Pass,0.023030415,-1.458378354,1,Pass,-3.729496024,1,Pass,-3.319088608,9.980337534,1,Pass,82.40673611,999,1,
S79-A13,415,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,11.28189538,1,Pass,0.023030415,-2.174556505,1,Pass,-5.899690971,1,Pass,-4.035266758,16.39594055,1,Pass,88.80536811,999,1,
S79-A14,415,Unknown,1,Ref 397-398-399,Ptprc (Cd45),Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A15,415,Unknown,1,Ref 397-398-399,Sox10,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A16,415,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A17,415,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,19.52260119,1,Pass,0.023030415,2.567138635,1,Pass,2.341014833,1,Pass,0.706428381,0.612835433,1,Pass,81.86642919,999,1,
S79-A18,415,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,14.78523535,1,Pass,0.023030415,-8.614234902,1,Pass,-2.396351007,1,Pass,-10.47494516,1423.222152,1,Pass,84.94441945,999,1,
S79-A19,415,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.13675717,1,Pass,0.023030415,-5.718223979,1,Pass,-1.044829185,1,Pass,-7.578934233,191.1994062,1,Pass,87.23552697,999,1,
S79-A20,415,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,15.46068616,1,Pass,0.023030415,-5.266018908,1,Pass,-1.720900194,1,Pass,-7.126729162,139.7523916,1,Pass,85.03413945,999,1,
S79-A21,415,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,18.85714628,1,Pass,0.023030415,-3.840269302,1,Pass,1.675559923,1,Pass,-5.700979556,52.01946137,1,Pass,86.20600027,999,1,
S79-A22,415,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,19.37633117,1,Pass,0.023030415,3.580445878,1,Pass,2.194744813,1,Pass,1.719735624,0.303604352,1,Pass,83.15253443,999,1,
S79-A23,415,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,23.58224085,1,Pass,0.023030415,2.831193911,1,Pass,6.400654492,1,Pass,0.970483657,0.510334947,1,Pass,84.03718799,999,1,
S79-A24,415,Unknown,1,Ref 397-398-399,Fkbp5,Test,Aldh1l1,13.47148508,1,Pass,0.023030415,-1.438983603,1,Pass,-3.710101272,1,Pass,-3.299693856,9.847065512,1,Pass,82.30874143,999,1,
S79-A25,415,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,7.791820641,1,Pass,0.023030415,-2.187739697,1,Pass,-9.389765712,1,Pass,-4.048449951,16.54645152,1,Pass,87.50116555,999,1,
S79-A26,415,Unknown,1,Ref 397-398-399,Aif1 (Iba1),Test,Rplp0,19.3324068,1,Pass,0.023030415,-1.884843086,1,Pass,9.583670885,1,Pass,-0.647087793,1.566003886,1,Pass,83.95066962,999,1,
S79-A27,415,Unknown,1,Ref 397-398-399,Mbp,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A28,415,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.08784692,1,Pass,0.023030415,-2.791700221,1,Pass,-4.093739437,1,Pass,-4.652410475,25.1486748,1,Pass,86.97206807,999,1,
S79-A29,415,Unknown,1,Ref 397-398-399,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A30,415,Unknown,1,Ref 397-398-399,Aspg,Test,Aldh1l1,19.56325774,1,Pass,0.023030415,-1.903064826,1,Pass,2.381671383,1,Pass,-3.763775079,13.58342208,1,Pass,86.72601638,999,1,
S79-A31,415,Unknown,1,Ref 397-398-399,Tgm1,Test,Aldh1l1,21.65857095,1,Pass,0.023030415,999,0,Fail,4.476984593,1,Pass,999,-1,0,Fail,91.17822775,999,1,
S79-A32,415,Unknown,1,Ref 397-398-399,Cd109,Test,Aldh1l1,17.89650841,1,Pass,0.023030415,-0.996716027,1,Pass,0.714922052,1,Pass,-2.857426281,7.24721292,1,Pass,79.67574629,999,1,
S79-A33,415,Unknown,1,Ref 397-398-399,Tm4sf1,Test,Aldh1l1,18.70853185,1,Pass,0.023030415,-0.263706166,1,Pass,1.526945501,1,Pass,-2.12441642,4.360266816,1,Pass,84.36729153,999,1,
S79-A34,415,Unknown,1,Ref 397-398-399,Serping1,Test,Aldh1l1,19.16247621,1,Pass,0.023030415,0.065715552,1,Pass,1.980889859,1,Pass,-1.794994702,3.470142005,1,Pass,87.16694336,999,1,
S79-A35,415,Unknown,1,Ref 397-398-399,Gbp2,Test,Aldh1l1,16.07175706,1,Pass,0.023030415,-0.511079592,1,Pass,-1.109829292,1,Pass,-2.371789846,5.175828611,1,Pass,83.23327187,999,1,
S79-A36,415,Unknown,1,Ref 397-398-399,Psmb8,Test,Aldh1l1,18.57081853,1,Pass,0.023030415,0.725653244,1,Pass,1.389232175,1,Pass,-1.135057009,2.196272414,1,Pass,86.21752762,999,1,
S79-A37,415,Unknown,1,Ref 397-398-399,Nes,Test,Aldh1l1,12.67403582,1,Pass,0.023030415,-1.438308551,1,Pass,-4.507550533,1,Pass,-3.299018805,9.842459047,1,Pass,86.27060704,999,1,
S79-A38,415,Unknown,1,Ref 397-398-399,Tmem119,Test,Rplp0,20.52639939,1,Pass,0.023030415,-0.144532052,1,Pass,10.77766348,1,Pass,1.093223242,0.468713014,1,Pass,84.69524704,999,1,
S79-A39,415,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A40,415,Unknown,1,Ref 397-398-399,S1pr3,Test,Aldh1l1,13.05096897,1,Pass,0.023030415,-2.828578172,1,Pass,-4.130617389,1,Pass,-4.689288426,25.79980803,1,Pass,86.95257528,999,1,
S79-A41,415,Unknown,1,Ref 397-398-399,Cd44,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A42,415,Unknown,1,Ref 397-398-399,Aspg,Test,Aldh1l1,19.41495111,1,Pass,0.023030415,-2.051371449,1,Pass,2.23336476,1,Pass,-3.912081703,15.05407024,1,Pass,86.70768395,999,1,
S79-A43,415,Unknown,1,Ref 397-398-399,Tgm1,Test,Aldh1l1,21.4929524,0.993894342,Pass,0.023030415,999,0,Fail,4.311366046,0.993894342,Pass,999,-1,0,Fail,91.14822911,999,1,
S79-A44,415,Unknown,1,Ref 397-398-399,Cd109,Test,Aldh1l1,18.08384276,1,Pass,0.023030415,-0.809381671,1,Pass,0.902256408,1,Pass,-2.670091925,6.364697399,1,Pass,79.61892512,999,1,
S79-A45,415,Unknown,1,Ref 397-398-399,Tm4sf1,Test,Aldh1l1,19.38183996,1,Pass,0.023030415,0.409601944,1,Pass,2.200253611,1,Pass,-1.45110831,2.734180164,1,Pass,84.28633973,999,1,
S79-A46,415,Unknown,1,Ref 397-398-399,Serping1,Test,Aldh1l1,19.5352648,1,Pass,0.023030415,0.43850414,1,Pass,2.353678448,1,Pass,-1.422206114,2.679950054,1,Pass,87.03718657,999,1,
S79-A47,415,Unknown,1,Ref 397-398-399,Gbp2,Test,Aldh1l1,16.07709081,1,Pass,0.023030415,-0.505745842,1,Pass,-1.104495542,1,Pass,-2.366456096,5.156728519,1,Pass,83.20427919,999,1,
S79-A48,415,Unknown,1,Ref 397-398-399,Psmb8,Test,Aldh1l1,18.66226012,1,Pass,0.023030415,0.817094835,1,Pass,1.480673765,1,Pass,-1.043615418,2.061387057,1,Pass,86.22817992,999,1,
S79-A49,415,Unknown,1,Ref 397-398-399,Aldh1l1,Reference,,17.17789955,1,Pass,0.023030415,1.857023448,1,Pass,-0.003686806,1,Pass,-0.003686806,1.002558767,1,Pass,86.71400378,999,1,
S79-A50,415,Unknown,1,Ref 397-398-399,Nefl,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A51,415,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A52,415,Unknown,1,Ref 397-398-399,Timp1,Test,Aldh1l1,10.22080515,1,Pass,0.023030415,-3.977612208,1,Pass,-6.960781203,1,Pass,-5.838322461,57.21503728,1,Pass,83.00809172,999,1,
S79-A53,415,Unknown,1,Ref 397-398-399,Osmr,Test,Aldh1l1,11.66261565,1,Pass,0.023030415,-4.973890322,1,Pass,-5.518970708,1,Pass,-6.834600576,114.1352467,1,Pass,81.88297832,999,1,
S79-A54,415,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,7.655059285,1,Pass,0.023030415,-2.324501053,1,Pass,-9.526527068,1,Pass,-4.185211307,18.19173586,1,Pass,87.44233032,999,1,
S79-A55,415,Unknown,1,Ref 397-398-399,Ptx3,Test,Aldh1l1,12.19790584,1,Pass,0.023030415,-6.612676256,1,Pass,-4.983680514,1,Pass,-8.47338651,355.4213436,1,Pass,82.03878771,999,1,
S79-A56,415,Unknown,1,Ref 397-398-399,Ptgs2,Test,Aldh1l1,14.40861165,1,Pass,0.023030415,-4.10804028,1,Pass,-2.772974709,1,Pass,-5.968750533,62.62863513,1,Pass,82.08627193,999,1,
S79-A57,415,Unknown,1,Ref 397-398-399,B3gnt5,Test,Aldh1l1,16.23589646,1,Pass,0.023030415,-2.259512733,1,Pass,-0.94568989,1,Pass,-4.120222987,17.3904455,1,Pass,82.85217253,999,1,
S79-A58,415,Unknown,1,Ref 397-398-399,H2-D1,Test,Aldh1l1,14.27493588,1,Pass,0.023030415,-0.655516241,1,Pass,-2.906650478,1,Pass,-2.516226494,5.720838012,1,Pass,85.8991418,999,1,
S79-A59,415,Unknown,1,Ref 397-398-399,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A60,415,Unknown,1,Ref 397-398-399,Srgn,Test,Aldh1l1,23.5655704,1,Pass,0.023030415,3.076292854,1,Pass,6.383984047,1,Pass,1.215582601,0.430599157,1,Pass,84.6600821,999,1,
S79-A61,415,Unknown,1,Ref 397-398-399,Glt1,Test,Aldh1l1,16.25306086,1,Pass,0.023030415,2.282911613,1,Pass,-0.928525493,1,Pass,0.422201359,0.746285024,1,Pass,83.29403759,999,1,
S79-A62,415,Unknown,1,Ref 397-398-399,Syt1,Test,Rplp0,20.30098619,1,Pass,0.023030415,-1.253427664,1,Pass,10.55225028,1,Pass,-0.01567237,1.010922479,1,Pass,81.84588466,999,1,
S79-A63,415,Unknown,1,Ref 397-398-399,,NRC,,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A64,415,Unknown,1,Ref 397-398-399,Timp1,Test,Aldh1l1,10.23056582,1,Pass,0.023030415,-3.967851541,1,Pass,-6.951020537,1,Pass,-5.828561795,56.82925097,1,Pass,82.99141956,999,1,
S79-A65,415,Unknown,1,Ref 397-398-399,Osmr,Test,Aldh1l1,11.74201229,1,Pass,0.023030415,-4.894493677,1,Pass,-5.439574062,1,Pass,-6.755203931,108.0236904,1,Pass,81.85982182,999,1,
S79-A66,415,Unknown,1,Ref 397-398-399,Vim,Test,Aldh1l1,7.619834474,1,Pass,0.023030415,-2.359725865,1,Pass,-9.56175188,1,Pass,-4.220436118,18.64137171,1,Pass,87.41944698,999,1,
S79-A67,415,Unknown,1,Ref 397-398-399,Ptx3,Test,Aldh1l1,12.17833968,1,Pass,0.023030415,-6.632242419,1,Pass,-5.003246677,1,Pass,-8.492952672,360.2744851,1,Pass,82.03278657,999,1,
S79-A68,415,Unknown,1,Ref 397-398-399,Ptgs2,Test,Aldh1l1,14.42606213,1,Pass,0.023030415,-4.090589799,1,Pass,-2.755524228,1,Pass,-5.951300053,61.87565783,1,Pass,82.06905945,999,1,
S79-A69,415,Unknown,1,Ref 397-398-399,B3gnt5,Test,Aldh1l1,16.19171157,1,Pass,0.023030415,-2.303697624,1,Pass,-0.989874781,1,Pass,-4.164407878,17.93129623,1,Pass,82.89862631,999,1,
S79-A70,415,Unknown,1,Ref 397-398-399,H2-D1,Test,Aldh1l1,14.40341098,1,Pass,0.023030415,-0.527041141,1,Pass,-2.778175378,1,Pass,-2.387751395,5.233410388,1,Pass,85.85611922,999,1,
S79-A71,415,Unknown,1,Ref 397-398-399,Fbln5,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A72,415,Unknown,1,Ref 397-398-399,Srgn,Test,Aldh1l1,22.3270661,1,Pass,0.023030415,1.83778855,1,Pass,5.145479742,1,Pass,-0.022921704,1.016015002,1,Pass,84.6702126,999,1,
S79-A73,415,Unknown,1,Ref 397-398-399,Aqp4,Test,Aldh1l1,16.26672663,1,Pass,0.023030415,1.650247636,1,Pass,-0.914859723,1,Pass,-0.210462618,1.15705915,1,Pass,86.94053315,999,1,
S79-A74,415,Unknown,1,Ref 397-398-399,Gabra1,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A75,415,Unknown,1,Ref 397-398-399,Lcn2,Test,Aldh1l1,14.60486851,1,Pass,0.023030415,-2.389751921,1,Pass,-2.576717844,1,Pass,-4.250462175,19.03341032,1,Pass,83.85058738,999,1,
S79-A76,415,Unknown,1,Ref 397-398-399,Hsbp1,Test,Aldh1l1,10.62951817,1,Pass,0.023030415,-7.311413615,1,Pass,-6.552068183,1,Pass,-9.172123869,576.8785734,1,Pass,86.96630705,999,1,
S79-A77,415,Unknown,1,Ref 397-398-399,Cp,Test,Aldh1l1,13.94482793,1,Pass,0.023030415,-0.186136616,1,Pass,-3.236758419,1,Pass,-2.046846869,4.132018947,1,Pass,82.0013626,999,1,
S79-A78,415,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,11.3344811,1,Pass,0.023030415,-2.121970784,1,Pass,-5.847105251,1,Pass,-3.982681038,15.80907485,1,Pass,88.69479123,999,1,
S79-A79,415,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,8.539292844,1,Pass,0.023030415,-2.760335988,1,Pass,-8.64229351,1,Pass,-4.621046241,24.60784202,1,Pass,81.96334351,999,1,
S79-A80,415,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,13.4609753,1,Pass,0.023030415,-3.672021316,1,Pass,-3.720611056,1,Pass,-5.532731569,46.29330213,1,Pass,85.13422293,999,1,
S79-A81,415,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,17.72817083,1,Pass,0.023030415,-1.607508678,1,Pass,0.546584472,1,Pass,-3.468218932,11.06720438,1,Pass,85.39684699,999,1,
S79-A82,415,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A83,415,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,20.96733325,1,Pass,0.023030415,999,0,Fail,3.785746892,1,Pass,999,-1,0,Fail,82.35137643,999,1,
S79-A84,415,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,20.00361988,1,Pass,0.023030415,0.45726376,1,Pass,2.822033527,1,Pass,-1.403446494,2.645327775,1,Pass,84.94609934,999,1,
S79-A85,415,Unknown,1,Ref 397-398-399,Cx30,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A86,415,Unknown,1,Ref 397-398-399,Snap25,Test,Rplp0,19.65623917,1,Pass,0.023030415,1.736201439,1,Pass,9.907503264,1,Pass,2.973956732,0.127276967,1,Pass,81.77057896,999,1,
S79-A87,415,Unknown,1,Ref 397-398-399,Lcn2,Test,Aldh1l1,14.55516087,1,Pass,0.023030415,-2.439459558,1,Pass,-2.626425481,1,Pass,-4.300169812,19.70062934,1,Pass,83.98140826,999,1,
S79-A88,415,Unknown,1,Ref 397-398-399,Hsbp1,Test,Aldh1l1,10.59215991,1,Pass,0.023030415,-7.348771875,1,Pass,-6.589426443,1,Pass,-9.209482129,592.011803,1,Pass,87.05356559,999,1,
S79-A89,415,Unknown,1,Ref 397-398-399,Cp,Test,Aldh1l1,14.10071199,1,Pass,0.023030415,-0.030252563,1,Pass,-3.080874367,1,Pass,-1.890962817,3.708826596,1,Pass,82.04935736,999,1,
S79-A90,415,Unknown,1,Ref 397-398-399,Gfap,Test,Aldh1l1,11.37567902,1,Pass,0.023030415,-2.080772866,1,Pass,-5.805907333,1,Pass,-3.94148312,15.36401231,1,Pass,88.76311212,999,1,
S79-A91,415,Unknown,1,Ref 397-398-399,S100a10,Test,Aldh1l1,8.630742269,1,Pass,0.023030415,-2.668886562,1,Pass,-8.550844084,1,Pass,-4.529596816,23.09641156,1,Pass,82.2932053,999,1,
S79-A92,415,Unknown,1,Ref 397-398-399,Emp1,Test,Aldh1l1,13.71280888,1,Pass,0.023030415,-3.420187736,1,Pass,-3.468777476,1,Pass,-5.280897989,38.87842822,1,Pass,85.58778608,999,1,
S79-A93,415,Unknown,1,Ref 397-398-399,Cd14,Test,Aldh1l1,17.56787814,1,Pass,0.023030415,-1.76780136,1,Pass,0.38629179,1,Pass,-3.628511614,12.36775391,1,Pass,85.82391149,999,1,
S79-A94,415,Unknown,1,Ref 397-398-399,Ggta1,Test,Aldh1l1,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S79-A95,415,Unknown,1,Ref 397-398-399,Ugt1a,Test,Aldh1l1,21.77356025,1,Pass,0.023030415,999,0,Fail,4.591973894,1,Pass,999,-1,0,Fail,82.35597031,999,1,
S79-A96,415,Unknown,1,Ref 397-398-399,Amigo2,Test,Aldh1l1,20.56857271,1,Pass,0.023030415,1.022216586,1,Pass,3.386986354,1,Pass,-0.838493667,1.788182108,1,Pass,85.1279463,999,1,
S80-A01,417,Unknown,1,Ref 397-398-399,Rplp0,Reference,,11.02376643,1,Pass,0.023030415,0.037275228,1,Pass,0.10857798,1,Pass,0.10857798,0.927501821,1,Pass,89.52296572,999,1,
S80-A02,417,Unknown,1,Ref 397-398-399,Cd84,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A03,417,Unknown,1,Ref 397-398-399,Mog,Test,Rplp0,999,0,Fail,0.023030415,999,0,Fail,999,0,Fail,999,-1,0,Fail,999,999,0,
S80-A04,417,Unknown,1,Ref 397-398-399,Steap4,Test,Aldh1l1,20.26836672,1,Pass,0.023030415,-1.863317142,1,Pass,2.161048632,1,Pass,-4.649759127,25.10249965,1,Pass,86.02568895,999,1,
S80-A05,417,Unknown,1,Ref 397-398-399,Cxcl10,Test,Aldh1l1,20.00184895,1,Pass,0.023030415,3.046386402,1,Pass,1.89453087,1,Pass,0.259944418,0.835120093,1,Pass,81.98522282,999,1,
S80-A06,417,Unknown,1,Ref 397-398-399,Serpina3n,Test,Aldh1l1,15.49019543,1,Pass,0.023030415,-7.909274817,1,Pass,-2.617122652,1,Pass,-10.6957168,1658.561509,1,Pass,85.10076335,999,1,
S80-A07,417,Unknown,1,Ref 397-398-399,Clcf1,Test,Aldh1l1,16.98989748,1,Pass,0.023030415,-4.865083665,1,Pass,-1.117420601,1,Pass,-7.651525649,201.0660439,1,Pass,87.42448884,999,1,
S80-A08,417,Unknown,1,Ref 397-398-399,Sphk1,Test,Aldh1l1,16.04316731,1,Pass,0.023030415,-4.683537753,1,Pass,-2.064150769,1,Pass,-7.469979737,177.2915218,1,Pass,85.21993415,999,1,
S80-A09,417,Unknown,1,Ref 397-398-399,Slc10a6,Test,Aldh1l1,18.53901655,1,Pass,0.023030415,-4.158399031,1,Pass,0.431698463,1,Pass,-6.944841016,123.1985116,1,Pass,86.29869297,999,1,
S80-A10,417,Unknown,1,Ref 397-398-399,H2-T23,Test,Aldh1l1,20.43969301,1,Pass,0.023030415,4.643807717,1,Pass,2.332374922,1,Pass,1.857365733,0.27597974,1,Pass,83.27388523,999,1,
S80-A11,417,Unknown,1,Ref 397-398-399,Iigp1,Test,Aldh1l1,20.76148562,1,Pass,0.023030415,0.010438689,1,Pass,2.65416754,1,Pass,-2.776003295,6.849521919,1,Pass,83.86661997,999,1,
